Nr. movimento;budget/cons;Tipo movimento;Nr articolo;Tipo origine;Nr. origine;Quantità;Importo vendita in valuta locale (TOTALE VENDITA)
35948;Consuntivo;Vendita;ART0000772;Cliente;C00140;1;398
35959;BUDGET;Vendita;ART0001759;Cliente;C00140;2;140
35961;Consuntivo;Vendita;ART0002139;Cliente;C00140;1;69
35962;Consuntivo;Vendita;ART0002140;Cliente;C00140;1;77.28
35963;Consuntivo;Vendita;ART0002895;Cliente;C00140;1;185
35964;Consuntivo;Vendita;ART0002896;Cliente;C00140;1;180
35971;Consuntivo;Vendita;ART0002210;Cliente;C00140;1;24.84
35978;Consuntivo;Vendita;ART0003132;Cliente;C00140;2;38
35979;Consuntivo;Vendita;ART0003844;Cliente;C00140;1;32
36147;Consuntivo;Vendita;ART0001046;Cliente;C00471;1;65
36171;Consuntivo;Vendita;ART0000756;Cliente;C00140;5;1450
36172;Consuntivo;Vendita;ART0000811;Cliente;C00140;1;790
36173;Consuntivo;Vendita;ART0000788;Cliente;C00140;1;330
36178;Consuntivo;Vendita;ART0002210;Cliente;C00140;1;24.84
36310;Consuntivo;Vendita;ART0005136;Cliente;C00004;8;120
36311;Consuntivo;Vendita;ART0004386;Cliente;C00004;26;182
36345;Consuntivo;Vendita;ART0002195;Cliente;C00140;1;102
36346;Consuntivo;Vendita;ART0002517;Cliente;C00140;1;52
36347;Consuntivo;Vendita;ART0001261;Cliente;C00140;1;12
36348;Consuntivo;Vendita;ART0001263;Cliente;C00140;1;13
36351;Consuntivo;Vendita;ART0003164;Cliente;C00140;1;130
36352;Consuntivo;Vendita;ART0001261;Cliente;C00140;1;12
36353;Consuntivo;Vendita;ART0001263;Cliente;C00140;1;13
36356;Consuntivo;Vendita;ART0003164;Cliente;C00140;1;130
36381;Consuntivo;Vendita;ART0001047;Cliente;C00471;1;67
36382;Consuntivo;Vendita;ART0001047;Cliente;C00471;1;67
36401;Consuntivo;Vendita;ART0000131;Cliente;C00026;4;132
36404;Consuntivo;Vendita;ART0000129;Cliente;C00026;3;435
36431;Consuntivo;Vendita;ART0000226;Cliente;C00026;2;510
36432;Consuntivo;Vendita;ART0000226;Cliente;C00026;4;960
36466;Consuntivo;Vendita;ART0005136;Cliente;C00297;2;740
36471;Consuntivo;Vendita;ART0005136;Cliente;C00297;1;100
36497;Consuntivo;Vendita;ART0000782;Cliente;C00140;2;590
36498;Consuntivo;Vendita;ART0000805;Cliente;C00140;2;980
36725;Consuntivo;Vendita;ART0005136;Cliente;C00117;2;160
36759;Consuntivo;Vendita;ART0000782;Cliente;C00140;5;1475
36760;Consuntivo;Vendita;ART0001575;Cliente;C00140;8;32
36761;Consuntivo;Vendita;ART0001575;Cliente;C00140;4;16
36762;Consuntivo;Vendita;ART0002739;Cliente;C00140;5;175
36766;Consuntivo;Vendita;ART0002598;Cliente;C00140;1;90
36767;Consuntivo;Vendita;ART0002886;Cliente;C00140;1;135
36769;Consuntivo;Vendita;ART0002598;Cliente;C00140;1;90
36770;Consuntivo;Vendita;ART0002886;Cliente;C00140;1;135
36793;Consuntivo;Vendita;ART0005136;Cliente;C00117;3;150
36805;Consuntivo;Vendita;ART0000131;Cliente;C00026;2;66
36882;Consuntivo;Vendita;ART0002109;Cliente;C00140;5;20
36884;Consuntivo;Vendita;ART0002866;Cliente;C00140;5;385
36889;Consuntivo;Vendita;ART0000848;Cliente;C00140;15;2700
36890;Consuntivo;Vendita;ART0000762;Cliente;C00140;10;0
36898;Consuntivo;Vendita;ART0000762;Cliente;C00140;10;0
36984;Consuntivo;Vendita;ART0000853;Cliente;C00140;3;966
36989;Consuntivo;Vendita;ART0001185;Cliente;C00140;5;225
36996;Consuntivo;Vendita;ART0000555;Cliente;C00004;2;220
36999;Consuntivo;Vendita;ART0004403;Cliente;C00004;6;96
37000;Consuntivo;Vendita;ART0004403;Cliente;C00004;14;224
37035;Consuntivo;Vendita;ART0005136;Cliente;C00140;1;35
37036;Consuntivo;Vendita;ART0005136;Cliente;C00140;1;100
37093;Consuntivo;Vendita;ART0004941;Cliente;C00456;16;1164
37094;Consuntivo;Vendita;ART0004942;Cliente;C00456;16;931.2
37096;Consuntivo;Vendita;ART0004944;Cliente;C00456;16;54.32
37098;Consuntivo;Vendita;ART0004946;Cliente;C00456;20;1008.8
37099;Consuntivo;Vendita;ART0004947;Cliente;C00456;20;426.8
37129;Consuntivo;Vendita;ART0005091;Cliente;C00456;4;93.12
37130;Consuntivo;Vendita;ART0005136;Cliente;C00456;1;242.5
37159;Consuntivo;Vendita;ART0005136;Cliente;C00094;1;15
37257;Consuntivo;Vendita;ART0005030;Cliente;C00026;1;760
37267;Consuntivo;Vendita;ART0000125;Cliente;C00026;1;270
37268;Consuntivo;Vendita;ART0003824;Cliente;C00026;10;110
37269;Consuntivo;Vendita;ART0000128;Cliente;C00026;5;140
37270;Consuntivo;Vendita;ART0000312;Cliente;C00026;20;320
37274;Consuntivo;Vendita;ART0005136;Cliente;C00015;1;3
37289;Consuntivo;Vendita;ART0005109;Cliente;C00471;2;56
37290;Consuntivo;Vendita;ART0005110;Cliente;C00471;2;116
37291;Consuntivo;Vendita;ART0005111;Cliente;C00471;2;70
37292;Consuntivo;Vendita;ART0005112;Cliente;C00471;2;90
37296;Consuntivo;Vendita;ART0000778;Cliente;C00140;1;317.4
37298;Consuntivo;Vendita;ART0001427;Cliente;C00140;12;17.64
37300;Consuntivo;Vendita;ART0001588;Cliente;C00140;6;49.68
37301;Consuntivo;Vendita;ART0002112;Cliente;C00140;6;30.36
37304;Consuntivo;Vendita;ART0000752;Cliente;C00140;6;2736
37305;Consuntivo;Vendita;ART0000762;Cliente;C00140;10;3580
37309;Consuntivo;Vendita;ART0000795;Cliente;C00140;8;1880
37316;Consuntivo;Vendita;ART0001575;Cliente;C00140;16;64
37317;Consuntivo;Vendita;ART0001575;Cliente;C00140;4;16
37378;Consuntivo;Vendita;ART0004362;Cliente;C00004;10;160
37395;Consuntivo;Vendita;ART0000847;Cliente;C00140;3;810
37397;Consuntivo;Vendita;ART0005136;Cliente;C00140;1;100
37399;Consuntivo;Vendita;ART0002210;Cliente;C00140;1;24.84
37400;Consuntivo;Vendita;ART0002598;Cliente;C00140;1;90
37401;Consuntivo;Vendita;ART0002886;Cliente;C00140;1;135
37404;Consuntivo;Vendita;ART0003164;Cliente;C00140;1;130
37407;Consuntivo;Vendita;ART0005136;Cliente;C00140;1;95
37419;Consuntivo;Vendita;ART0000645;Cliente;C00004;32;960
37420;Consuntivo;Vendita;ART0000645;Cliente;C00004;20;600
37445;Consuntivo;Vendita;ART0000853;Cliente;C00140;4;1288
37449;Consuntivo;Vendita;ART0001427;Cliente;C00140;4;5.88
37609;Consuntivo;Vendita;ART0000853;Cliente;C00140;13;4186
37614;Consuntivo;Vendita;ART0002366;Cliente;C00140;4;294.4
37617;Consuntivo;Vendita;ART0001218;Cliente;C00140;1;8.28
37715;Consuntivo;Vendita;ART0000630;Cliente;C00004;32;960
37716;Consuntivo;Vendita;ART0000644;Cliente;C00004;32;1440
37719;Consuntivo;Vendita;ART0000641;Cliente;C00004;5;240
37720;Consuntivo;Vendita;ART0000642;Cliente;C00004;5;220
37758;Consuntivo;Vendita;ART0000795;Cliente;C00140;1;235
37759;Consuntivo;Vendita;ART0000786;Cliente;C00140;1;355.6
37762;Consuntivo;Vendita;ART0001261;Cliente;C00140;1;12
37763;Consuntivo;Vendita;ART0001263;Cliente;C00140;1;13
37764;Consuntivo;Vendita;ART0001587;Cliente;C00140;3;31.74
37895;Consuntivo;Vendita;ART0000753;Cliente;C00140;10;1500
37897;Consuntivo;Vendita;ART0002513;Cliente;C00140;4;144
37900;Consuntivo;Vendita;ART0002531;Cliente;C00140;1;82.8
37906;Consuntivo;Vendita;ART0005136;Cliente;C00015;4;30
37939;Consuntivo;Vendita;ART0004099;Cliente;C00297;1;905
37947;Consuntivo;Vendita;ART0004373;Cliente;C00004;105;2572.5
37948;Consuntivo;Vendita;ART0004374;Cliente;C00004;105;1785
38203;Consuntivo;Vendita;ART0002740;Cliente;C00140;20;500
38204;Consuntivo;Vendita;ART0000795;Cliente;C00140;7;1645
38205;Consuntivo;Vendita;ART0000786;Cliente;C00140;1;355.6
38206;Consuntivo;Vendita;ART0000812;Cliente;C00140;1;760
38207;Consuntivo;Vendita;ART0000812;Cliente;C00140;1;760
38208;Consuntivo;Vendita;ART0000752;Cliente;C00140;2;912
38209;Consuntivo;Vendita;ART0000752;Cliente;C00140;6;2736
38252;Consuntivo;Vendita;ART0005136;Cliente;C00004;3;75
38333;Consuntivo;Vendita;ART0002360;Cliente;C00140;2;490
38335;Consuntivo;Vendita;ART0002172;Cliente;C00140;1;52
38336;Consuntivo;Vendita;ART0002172;Cliente;C00140;1;52
38346;Consuntivo;Vendita;ART0000795;Cliente;C00140;22;5170
38347;Consuntivo;Vendita;ART0000783;Cliente;C00140;2;581.44
38391;Consuntivo;Vendita;ART0000697;Cliente;C00004;5;350
38491;Consuntivo;Vendita;ART0000748;Cliente;C00140;6;522
38492;Consuntivo;Vendita;ART0003269;Cliente;C00140;8;331.2
38493;Consuntivo;Vendita;ART0003269;Cliente;C00140;8;331.2
38494;Consuntivo;Vendita;ART0003269;Cliente;C00140;8;331.2
38540;Consuntivo;Vendita;ART0001046;Cliente;C00471;1;65
38542;Consuntivo;Vendita;ART0001047;Cliente;C00471;1;67
38543;Consuntivo;Vendita;ART0001047;Cliente;C00471;1;67
38619;Consuntivo;Vendita;ART0000847;Cliente;C00140;2;540
38620;Consuntivo;Vendita;ART0000848;Cliente;C00140;15;2700
38621;Consuntivo;Vendita;ART0000804;Cliente;C00140;1;480
38622;Consuntivo;Vendita;ART0000752;Cliente;C00140;1;456
38631;Consuntivo;Vendita;ART0001290;Cliente;C00140;1;15
38636;Consuntivo;Vendita;ART0002513;Cliente;C00140;4;144
38649;Consuntivo;Vendita;ART0001261;Cliente;C00140;1;12
38650;Consuntivo;Vendita;ART0001263;Cliente;C00140;1;13
38652;Consuntivo;Vendita;ART0001587;Cliente;C00140;3;31.74
38653;Consuntivo;Vendita;ART0001249;Cliente;C00140;1;70
38655;Consuntivo;Vendita;ART0002010;Cliente;C00140;1;50
38656;Consuntivo;Vendita;ART0003135;Cliente;C00140;1;35
38664;Consuntivo;Vendita;ART0001610;Cliente;C00140;4;51.52
38665;Consuntivo;Vendita;ART0001610;Cliente;C00140;4;51.52
38666;Consuntivo;Vendita;ART0001610;Cliente;C00140;4;51.52
38670;Consuntivo;Vendita;ART0002552;Cliente;C00140;1;32.2
38671;Consuntivo;Vendita;ART0002552;Cliente;C00140;1;32.2
38672;Consuntivo;Vendita;ART0002552;Cliente;C00140;1;32.2
38674;Consuntivo;Vendita;ART0002210;Cliente;C00140;1;24.84
38680;Consuntivo;Vendita;ART0002195;Cliente;C00140;1;102
38683;Consuntivo;Vendita;ART0002517;Cliente;C00140;1;52
38686;Consuntivo;Vendita;ART0001149;Cliente;C00140;1;19.32
38757;Consuntivo;Vendita;ART0004440;Cliente;C00004;1;140
38758;Consuntivo;Vendita;ART0004440;Cliente;C00004;4;560
38761;Consuntivo;Vendita;ART0000644;Cliente;C00004;10;450
38763;Consuntivo;Vendita;ART0004386;Cliente;C00004;18;126
38777;Consuntivo;Vendita;ART0001149;Cliente;C00140;2;38.64
38778;Consuntivo;Vendita;ART0001149;Cliente;C00140;2;38.64
38781;Consuntivo;Vendita;ART0002551;Cliente;C00140;1;410
38782;Consuntivo;Vendita;ART0002551;Cliente;C00140;1;410
38783;Consuntivo;Vendita;ART0002551;Cliente;C00140;1;410
38784;Consuntivo;Vendita;ART0001590;Cliente;C00140;15;70.5
38794;Consuntivo;Vendita;ART0000758;Cliente;C00140;3;880.8
38795;Consuntivo;Vendita;ART0000778;Cliente;C00140;2;634.8
38796;Consuntivo;Vendita;ART0000778;Cliente;C00140;1;317.4
38797;Consuntivo;Vendita;ART0000748;Cliente;C00140;44;3828
38798;Consuntivo;Vendita;ART0000782;Cliente;C00140;2;590
38799;Consuntivo;Vendita;ART0000851;Cliente;C00140;15;2691
38801;Consuntivo;Vendita;ART0004375;Cliente;C00004;10;200
38817;Consuntivo;Vendita;ART0005136;Cliente;C00455;1;520
38836;Consuntivo;Vendita;ART0000152;Cliente;C00026;5;235
38839;Consuntivo;Vendita;ART0000313;Cliente;C00026;6;168
38841;Consuntivo;Vendita;ART0003824;Cliente;C00026;10;110
38961;Consuntivo;Vendita;ART0001743;Cliente;C00140;1;855.6
38962;Consuntivo;Vendita;ART0001743;Cliente;C00140;1;855.6
38963;Consuntivo;Vendita;ART0001743;Cliente;C00140;1;855.6
38967;Consuntivo;Vendita;ART0002451;Cliente;C00140;1;271.4
38968;Consuntivo;Vendita;ART0002451;Cliente;C00140;1;271.4
38969;Consuntivo;Vendita;ART0002451;Cliente;C00140;1;271.4
38980;Consuntivo;Vendita;ART0000826;Cliente;C00140;1;930
39074;Consuntivo;Vendita;ART0002530;Cliente;C00140;5;220
39081;Consuntivo;Vendita;ART0001244;Cliente;C00140;1;485
39082;Consuntivo;Vendita;ART0001740;Cliente;C00140;1;150
39094;Consuntivo;Vendita;ART0001994;Cliente;C00140;8;304
39213;Consuntivo;Vendita;ART0005136;Cliente;C00015;10;45
39228;Consuntivo;Vendita;ART0000853;Cliente;C00140;10;3220
39232;Consuntivo;Vendita;ART0002048;Cliente;C00140;12;240
39233;Consuntivo;Vendita;ART0002048;Cliente;C00140;4;80
39240;Consuntivo;Vendita;ART0001422;Cliente;C00140;8;36.8
39243;Consuntivo;Vendita;ART0003099;Cliente;C00140;2;64.4
39246;Consuntivo;Vendita;ART0002866;Cliente;C00140;3;231
39252;Consuntivo;Vendita;ART0005136;Cliente;C00117;8;152
39293;Consuntivo;Vendita;ART0000762;Cliente;C00140;10;3580
39294;Consuntivo;Vendita;ART0002267;Cliente;C00140;2;196
39295;Consuntivo;Vendita;ART0002494;Cliente;C00140;3;356.04
39297;Consuntivo;Vendita;ART0002214;Cliente;C00140;1;95
39298;Consuntivo;Vendita;ART0002909;Cliente;C00140;12;1020
39299;Consuntivo;Vendita;ART0002909;Cliente;C00140;4;340
39300;Consuntivo;Vendita;ART0002498;Cliente;C00140;1;70
39301;Consuntivo;Vendita;ART0002498;Cliente;C00140;1;70
39310;Consuntivo;Vendita;ART0002224;Cliente;C00140;4;312
39357;Consuntivo;Vendita;ART0001046;Cliente;C00471;1;65
39358;Consuntivo;Vendita;ART0001046;Cliente;C00471;1;65
39359;Consuntivo;Vendita;ART0001047;Cliente;C00471;5;335
39376;Consuntivo;Vendita;ART0002444;Cliente;C00140;4;140
39377;Consuntivo;Vendita;ART0002444;Cliente;C00140;12;420
39379;Consuntivo;Vendita;ART0002531;Cliente;C00140;5;414
39386;Consuntivo;Vendita;ART0002614;Cliente;C00140;1;330
39387;Consuntivo;Vendita;ART0002706;Cliente;C00140;1;320
39388;Consuntivo;Vendita;ART0002707;Cliente;C00140;1;230
39397;Consuntivo;Vendita;ART0000229;Cliente;C00026;98;3528
39400;Consuntivo;Vendita;ART0000227;Cliente;C00026;40;2400
39436;Consuntivo;Vendita;ART0004718;Cliente;C00473;6;150
39505;Consuntivo;Vendita;ART0000786;Cliente;C00140;1;355.6
39506;Consuntivo;Vendita;ART0000786;Cliente;C00140;1;355.6
39590;Consuntivo;Vendita;ART0004397;Cliente;C00004;105;4410
39720;Consuntivo;Vendita;ART0005136;Cliente;C00344;1;80
39723;Consuntivo;Vendita;ART0002897;Cliente;C00140;2;500
39725;Consuntivo;Vendita;ART0002739;Cliente;C00140;5;175
39730;Consuntivo;Vendita;ART0002867;Cliente;C00140;12;1800
39732;Consuntivo;Vendita;ART0002867;Cliente;C00140;4;600
39737;Consuntivo;Vendita;ART0005136;Cliente;C00004;4;64
39832;Consuntivo;Vendita;ART0000121;Cliente;C00026;2;42
39835;Consuntivo;Vendita;ART0000308;Cliente;C00026;20;800
39838;Consuntivo;Vendita;ART0000151;Cliente;C00026;5;350
39839;Consuntivo;Vendita;ART0000456;Cliente;C00026;10;160
39841;Consuntivo;Vendita;ART0000228;Cliente;C00026;86;3010
39964;Consuntivo;Vendita;ART0000783;Cliente;C00140;5;1453.6
39965;Consuntivo;Vendita;ART0000847;Cliente;C00140;10;2700
39966;Consuntivo;Vendita;ART0000825;Cliente;C00140;1;360
39973;Consuntivo;Vendita;ART0002141;Cliente;C00140;1;98
39974;Consuntivo;Vendita;ART0002142;Cliente;C00140;1;98
39975;Consuntivo;Vendita;ART0000782;Cliente;C00140;2;590
39985;Consuntivo;Vendita;ART0005136;Cliente;C00455;1;0
39986;Consuntivo;Vendita;ART0005136;Cliente;C00455;1;0
39987;Consuntivo;Vendita;ART0005136;Cliente;C00455;1;50
40063;Consuntivo;Vendita;ART0001427;Cliente;C00140;4;8.8
40065;Consuntivo;Vendita;ART0002109;Cliente;C00140;3;12
40190;BUDGET;Vendita;ART0004169;Cliente;C00297;2;260
40300;Consuntivo;Vendita;ART0000690;Cliente;C00004;1;75
40302;Consuntivo;Vendita;ART0004362;Cliente;C00004;10;160
40303;Consuntivo;Vendita;ART0000630;Cliente;C00004;21;630
40304;Consuntivo;Vendita;ART0000643;Cliente;C00004;20;200
40305;Consuntivo;Vendita;ART0000690;Cliente;C00004;1;75
40321;Consuntivo;Vendita;ART0000752;Cliente;C00140;1;456
40322;Consuntivo;Vendita;ART0000765;Cliente;C00140;1;385
40323;Consuntivo;Vendita;ART0000782;Cliente;C00140;2;590
40324;Consuntivo;Vendita;ART0000849;Cliente;C00140;2;735
40327;Consuntivo;Vendita;ART0002476;Cliente;C00140;3;38.64
40328;Consuntivo;Vendita;ART0003269;Cliente;C00140;8;331.2
40331;Consuntivo;Vendita;ART0001180;Cliente;C00140;5;192.5
40332;Consuntivo;Vendita;ART0002740;Cliente;C00140;18;450
40335;Consuntivo;Vendita;ART0002476;Cliente;C00140;1;12.88
40337;Consuntivo;Vendita;ART0003101;Cliente;C00140;5;110
40339;Consuntivo;Vendita;ART0002385;Cliente;C00140;6;234
40340;Consuntivo;Vendita;ART0002142;Cliente;C00140;1;98
40344;Consuntivo;Vendita;ART0002530;Cliente;C00140;2;88
40345;Consuntivo;Vendita;ART0002411;Cliente;C00140;4;260
40347;Consuntivo;Vendita;ART0002530;Cliente;C00140;1;44
40349;Consuntivo;Vendita;ART0003099;Cliente;C00140;2;64.4
40351;Consuntivo;Vendita;ART0001731;Cliente;C00140;4;380
40363;Consuntivo;Vendita;ART0003844;Cliente;C00140;1;32
40369;Consuntivo;Vendita;ART0001743;Cliente;C00140;1;855.6
40372;Consuntivo;Vendita;ART0002551;Cliente;C00140;1;410
40373;Consuntivo;Vendita;ART0002552;Cliente;C00140;1;32.2
40379;Consuntivo;Vendita;ART0001497;Cliente;C00140;1;22
40380;Consuntivo;Vendita;ART0001739;Cliente;C00140;1;85
40382;Consuntivo;Vendita;ART0002271;Cliente;C00140;1;160
40383;Consuntivo;Vendita;ART0002829;Cliente;C00140;3;90
40384;Consuntivo;Vendita;ART0002918;Cliente;C00140;1;125
40385;Consuntivo;Vendita;ART0003309;Cliente;C00140;3;30
40386;Consuntivo;Vendita;ART0003310;Cliente;C00140;5;40
40391;Consuntivo;Vendita;ART0001520;Cliente;C00140;1;25
40399;Consuntivo;Vendita;ART0001520;Cliente;C00140;4;100
40402;Consuntivo;Vendita;ART0001520;Cliente;C00140;4;100
40409;Consuntivo;Vendita;ART0003164;Cliente;C00140;1;130
40417;Consuntivo;Vendita;ART0001441;Cliente;C00140;1;25.76
40434;Consuntivo;Vendita;ART0001497;Cliente;C00140;1;22
40435;Consuntivo;Vendita;ART0001739;Cliente;C00140;1;85
40437;Consuntivo;Vendita;ART0002271;Cliente;C00140;1;160
40438;Consuntivo;Vendita;ART0002829;Cliente;C00140;3;90
40439;Consuntivo;Vendita;ART0002918;Cliente;C00140;1;125
40440;Consuntivo;Vendita;ART0003309;Cliente;C00140;3;30
40441;Consuntivo;Vendita;ART0003310;Cliente;C00140;5;40
40536;Consuntivo;Vendita;ART0005136;Cliente;C00489;1;1648.5
40607;Consuntivo;Vendita;ART0002476;Cliente;C00140;5;64.4
40612;Consuntivo;Vendita;ART0002793;Cliente;C00140;20;760
40614;Consuntivo;Vendita;ART0001610;Cliente;C00140;4;51.52
40617;Consuntivo;Vendita;ART0001264;Cliente;C00140;1;12
40624;Consuntivo;Vendita;ART0001653;Cliente;C00140;3;54
40626;Consuntivo;Vendita;ART0002919;Cliente;C00140;1;125
40628;Consuntivo;Vendita;ART0002793;Cliente;C00140;20;760
40629;Consuntivo;Vendita;ART0001566;Cliente;C00140;15;67.5
40631;Consuntivo;Vendita;ART0001252;Cliente;C00140;1;235
40632;Consuntivo;Vendita;ART0001653;Cliente;C00140;3;54
40634;Consuntivo;Vendita;ART0002919;Cliente;C00140;1;125
40671;Consuntivo;Vendita;ART0001590;Cliente;C00140;3;14.1
40672;Consuntivo;Vendita;ART0001590;Cliente;C00140;6;28.2
40673;Consuntivo;Vendita;ART0002141;Cliente;C00140;1;98
40745;Consuntivo;Vendita;ART0000226;Cliente;C00026;4;960
40747;Consuntivo;Vendita;ART0000129;Cliente;C00026;3;435
40748;Consuntivo;Vendita;ART0000313;Cliente;C00026;5;140
40749;Consuntivo;Vendita;ART0000227;Cliente;C00026;36;2160
40751;Consuntivo;Vendita;ART0000312;Cliente;C00026;20;320
40752;Consuntivo;Vendita;ART0003824;Cliente;C00026;10;110
40799;Consuntivo;Vendita;ART0002586;Cliente;C00140;1;170
40828;Consuntivo;Vendita;ART0002978;Cliente;C00140;1;185
40857;Consuntivo;Vendita;ART0000790;Cliente;C00140;1;630
40867;Consuntivo;Vendita;ART0005136;Cliente;C00004;2;100
40868;Consuntivo;Vendita;ART0004410;Cliente;C00004;2;122
40877;Consuntivo;Vendita;ART0005136;Cliente;C00344;2;60
40949;Consuntivo;Vendita;ART0004675;Cliente;C00473;6;78
40985;Consuntivo;Vendita;ART0003580;Cliente;C00094;4;52
40988;Consuntivo;Vendita;ART0003612;Cliente;C00094;8;200
40989;Consuntivo;Vendita;ART0003642;Cliente;C00094;2;46
40991;Consuntivo;Vendita;ART0003780;Cliente;C00094;24;384
40997;Consuntivo;Vendita;ART0000850;Cliente;C00140;5;1575
40998;Consuntivo;Vendita;ART0000783;Cliente;C00140;2;581.44
40999;Consuntivo;Vendita;ART0000748;Cliente;C00140;40;3480
41075;Consuntivo;Vendita;ART0001095;Cliente;C00471;1;70
41149;Consuntivo;Vendita;ART0000116;Cliente;C00026;1;234
41165;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;400
41197;Consuntivo;Vendita;ART0003132;Cliente;C00140;2;38
41236;Consuntivo;Vendita;ART0004946;Cliente;C00456;14;728
41256;Consuntivo;Vendita;ART0001733;Cliente;C00140;5;350
41257;Consuntivo;Vendita;ART0002366;Cliente;C00140;4;294.4
41261;Consuntivo;Vendita;ART0001261;Cliente;C00140;1;12
41262;Consuntivo;Vendita;ART0001263;Cliente;C00140;1;13
41265;Consuntivo;Vendita;ART0002366;Cliente;C00140;4;294.4
41418;Consuntivo;Vendita;ART0005030;Cliente;C00026;1;760
41419;Consuntivo;Vendita;ART0000128;Cliente;C00026;5;140
41420;Consuntivo;Vendita;ART0000324;Cliente;C00026;3;84
41476;Consuntivo;Vendita;ART0000851;Cliente;C00140;15;2691
41477;Consuntivo;Vendita;ART0002224;Cliente;C00140;4;312
41478;Consuntivo;Vendita;ART0002598;Cliente;C00140;1;90
41482;Consuntivo;Vendita;ART0001252;Cliente;C00140;1;235
41506;Consuntivo;Vendita;ART0002451;Cliente;C00140;1;271.4
41524;Consuntivo;Vendita;ART0002360;Cliente;C00140;2;490
41525;Consuntivo;Vendita;ART0002938;Cliente;C00140;1;195
41534;Consuntivo;Vendita;ART0004099;Cliente;C00297;1;0
41535;Consuntivo;Vendita;ART0004099;Cliente;C00297;1;0
41536;Consuntivo;Vendita;ART0004099;Cliente;C00297;1;905
41542;Consuntivo;Vendita;ART0000325;Cliente;C00026;3;180
41559;Consuntivo;Vendita;ART0005136;Cliente;C00017;2;50
41582;Consuntivo;Vendita;ART0005136;Cliente;C00001;1;175
41768;Consuntivo;Vendita;ART0005136;Cliente;C00004;18;99
41769;Consuntivo;Vendita;ART0005136;Cliente;C00004;4;22
41771;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;25
41772;Consuntivo;Vendita;ART0004385;Cliente;C00004;20;180
41793;Consuntivo;Vendita;ART0004737;Cliente;C00473;10;180
41821;Consuntivo;Vendita;ART0000812;Cliente;C00140;1;760
41822;Consuntivo;Vendita;ART0000782;Cliente;C00140;1;295
41824;Consuntivo;Vendita;ART0000805;Cliente;C00140;1;490
41827;Consuntivo;Vendita;ART0001520;Cliente;C00140;7;175
41829;Consuntivo;Vendita;ART0002886;Cliente;C00140;1;135
41841;Consuntivo;Vendita;ART0002152;Cliente;C00140;4;92
41848;Consuntivo;Vendita;ART0001261;Cliente;C00140;2;24
41849;Consuntivo;Vendita;ART0001263;Cliente;C00140;2;26
41851;Consuntivo;Vendita;ART0001587;Cliente;C00140;6;63.48
41852;Consuntivo;Vendita;ART0002210;Cliente;C00140;2;49.68
41855;Consuntivo;Vendita;ART0001628;Cliente;C00140;6;78
41880;Consuntivo;Vendita;ART0000752;Cliente;C00140;2;912
41881;Consuntivo;Vendita;ART0000779;Cliente;C00140;2;984
41883;Consuntivo;Vendita;ART0003105;Cliente;C00140;1;56
41888;Consuntivo;Vendita;ART0002706;Cliente;C00140;2;640
41889;Consuntivo;Vendita;ART0002707;Cliente;C00140;2;460
41899;Consuntivo;Vendita;ART0005136;Cliente;C00094;2;40
42008;Consuntivo;Vendita;ART0004889;Cliente;C00471;6;900
42009;Consuntivo;Vendita;ART0004889;Cliente;C00471;4;600
42010;Consuntivo;Vendita;ART0004889;Cliente;C00471;4;600
42011;Consuntivo;Vendita;ART0004889;Cliente;C00471;4;600
42012;Consuntivo;Vendita;ART0004889;Cliente;C00471;12;1800
42013;Consuntivo;Vendita;ART0004889;Cliente;C00471;6;900
42014;Consuntivo;Vendita;ART0004889;Cliente;C00471;6;900
42015;Consuntivo;Vendita;ART0004889;Cliente;C00471;6;900
42016;Consuntivo;Vendita;ART0004889;Cliente;C00471;3;450
42017;Consuntivo;Vendita;ART0004889;Cliente;C00471;2;300
42018;Consuntivo;Vendita;ART0004889;Cliente;C00471;2;300
42019;Consuntivo;Vendita;ART0004889;Cliente;C00471;2;300
42220;Consuntivo;Vendita;ART0005136;Cliente;C00140;1;85
42221;Consuntivo;Vendita;ART0000748;Cliente;C00140;20;1740
42222;Consuntivo;Vendita;ART0001149;Cliente;C00140;5;96.6
42227;Consuntivo;Vendita;ART0001164;Cliente;C00140;3;414
42242;Consuntivo;Vendita;ART0002949;Cliente;C00140;1;270
42244;Consuntivo;Vendita;ART0002012;Cliente;C00140;1;84
42245;Consuntivo;Vendita;ART0002274;Cliente;C00140;1;190
42247;Consuntivo;Vendita;ART0003197;Cliente;C00140;1;26
42249;Consuntivo;Vendita;ART0001214;Cliente;C00140;1;190
42250;Consuntivo;Vendita;ART0002132;Cliente;C00140;1;68
42251;Consuntivo;Vendita;ART0002144;Cliente;C00140;1;68
42252;Consuntivo;Vendita;ART0002238;Cliente;C00140;2;70
42322;Consuntivo;Vendita;ART0005136;Cliente;C00015;20;96
42333;Consuntivo;Vendita;ART0000845;Cliente;C00140;1;1150
42335;Consuntivo;Vendita;ART0000782;Cliente;C00140;1;295
42336;Consuntivo;Vendita;ART0002836;Cliente;C00140;2;124
42340;Consuntivo;Vendita;ART0000853;Cliente;C00140;5;1790
42409;Consuntivo;Vendita;ART0000849;Cliente;C00140;2;735
42427;Consuntivo;Vendita;ART0000116;Cliente;C00026;1;234
