IDImp;nr articolo;budget/consuntivo;Nr. Ordine di produzione;Descrizione;Nr. Area di produzione;Risorsa;Tempo risorsa;Quantità di output
1486;ART0001913;BUDGET;ODP17-09148;Fresatura;A30;RIS9;0.75;2
1487;ART0001294;BUDGET;ODP17-09247;Tornitura;A20;RIS2;0.5;3
1488;ART0001783;BUDGET;ODP17-08862;Fresatura;A30;RIS7;3.25;9
1489;ART0001290;BUDGET;ODP17-08965;Tornitura;A20;RIS2;0.5;1
1490;ART0003132;BUDGET;ODP17-09125;Fresatura;A30;RIS9;2.5;8
1491;ART0004440;BUDGET;ODP17-08988;Tornitura;A20;RIS2;1.25;1
1492;ART0001244;BUDGET;ODP17-08965;Fresatura;A30;RIS7;1.25;1
1493;ART0003099;BUDGET;ODP17-09243;Fresatura;A30;RIS9;3.75;20
1494;ART0001947;BUDGET;ODP17-09331;Fresatura;A30;RIS7;2;0
1495;ART0001947;BUDGET;ODP17-09331;Fresatura;A30;RIS7;2.75;3
1496;ART0005136;BUDGET;ODP17-09334;Tornitura;A20;RIS1;1;14
1497;ART0003935;CONSUNTIVO;ODP17-09586;Tornitura;A20;RIS1;6;6
1498;ART0005136;BUDGET;ODP17-09334;Controllo qualità;CQ;RIS16;0;14
1499;ART0000826;BUDGET;ODP17-09249;Controllo qualità;CQ;RIS16;0;1
1500;ART0004440;BUDGET;ODP17-08988;Fresatura;A30;RIS7;1;1
1501;ART0002619;BUDGET;ODP17-09243;Fresatura;A30;RIS9;1;0
1502;ART0001739;BUDGET;ODP17-09116;Tornitura;A20;RIS2;4.5;3
1503;ART0003935;CONSUNTIVO;ODP17-09586;Tornitura;A20;RIS1;7;0
1504;ART0003935;CONSUNTIVO;ODP17-09586;Fresatura;A30;RIS1;0.0001;0
1505;ART0002619;BUDGET;ODP17-09243;Fresatura;A30;RIS9;1;1
1506;ART0003935;CONSUNTIVO;ODP17-09586;Fresatura;A30;RIS9;2;6
1507;ART0004440;BUDGET;ODP17-08988;Controllo qualità;CQ;RIS16;0;1
1508;ART0002027;BUDGET;ODP17-09243;Tornitura;A20;RIS2;3.5;4
1509;ART0002299;BUDGET;ODP17-09243;Tornitura;A20;RIS14;2;2
1510;ART0001785;BUDGET;ODP17-08916;Tornitura;A20;RIS14;4;20
1511;ART0001785;BUDGET;ODP17-08916;Tornitura;A20;RIS14;1.5;0
1512;ART0001739;BUDGET;ODP17-09116;Fresatura;A30;RIS7;1.5;3
1513;ART0002299;BUDGET;ODP17-09243;Fresatura;A30;RIS9;3.5;2
1514;ART0002026;BUDGET;ODP17-09243;Tornitura;A20;RIS2;1.5;4
1515;ART0001535;BUDGET;ODP17-09243;Tornitura;A20;RIS13;2;16
1516;ART0001535;BUDGET;ODP17-09243;Controllo qualità;CQ;RIS16;0;16
1517;ART0001610;BUDGET;ODP17-09266;Tornitura;A20;RIS13;1;4
1518;ART0002027;BUDGET;ODP17-09243;Fresatura;A30;RIS7;1.5;4
1519;ART0002707;BUDGET;ODP17-08965;Tornitura;A20;RIS2;0.5;0
1520;ART0004403;BUDGET;ODP17-09018;Tornitura;A20;RIS14;6.5;26
1521;ART0004403;BUDGET;ODP17-09018;Controllo qualità;CQ;RIS16;0;26
1522;ART0002026;BUDGET;ODP17-09243;Fresatura;A30;RIS7;0.5;4
1523;ART0002707;BUDGET;ODP17-08965;Tornitura;A20;RIS2;3;1
1524;ART0000853;BUDGET;ODP17-02480;Montaggio;A40;RIS12;2;0
1525;ART0002299;BUDGET;ODP17-09243;Controllo qualità;CQ;RIS16;0;2
1526;ART0003132;BUDGET;ODP17-09125;Controllo qualità;CQ;RIS16;0;8
1527;ART0002706;BUDGET;ODP17-08965;Tornitura;A20;RIS2;2.5;1
1528;ART0001785;BUDGET;ODP17-08916;Fresatura;A30;RIS7;7;0
1529;ART0001740;BUDGET;ODP17-08965;Tornitura;A20;RIS14;1.25;1
1530;ART0001785;BUDGET;ODP17-08916;Fresatura;A30;RIS7;0.5;20
1531;ART0002214;BUDGET;ODP17-08965;Tornitura;A20;RIS14;1.5;1
1532;ART0001740;BUDGET;ODP17-08965;Fresatura;A30;RIS7;1.75;1
1533;ART0002614;BUDGET;ODP17-08965;Tornitura;A20;RIS14;1.5;1
1534;ART0002214;BUDGET;ODP17-08965;Fresatura;A30;RIS7;0.5;1
1535;ART0002614;BUDGET;ODP17-08965;Tornitura;A20;RIS2;0.75;0
1536;ART0002706;BUDGET;ODP17-08965;Fresatura;A30;RIS7;1.5;1
1537;ART0001294;BUDGET;ODP17-09767;Tornitura;A20;RIS13;0.08;1
1538;ART0002707;BUDGET;ODP17-08965;Fresatura;A30;RIS7;1.25;1
1539;ART0005111;BUDGET;ODP17-09406;Fresatura;A30;RIS9;1.75;2
1540;ART0005112;BUDGET;ODP17-09406;Fresatura;A30;RIS9;1.25;0
1541;ART0002027;BUDGET;ODP17-09243;Controllo qualità;CQ;RIS16;0;4
1542;ART0002026;BUDGET;ODP17-09243;Controllo qualità;CQ;RIS16;0;4
1543;ART0005112;BUDGET;ODP17-09406;Fresatura;A30;RIS9;1;2
1544;ART0000847;BUDGET;ODP17-08958;Montaggio;A40;RIS4;0.5;1
1545;ART0001981;BUDGET;ODP17-09163;Tornitura;A20;RIS2;1.75;3
1546;ART0002614;BUDGET;ODP17-08965;Fresatura;A30;RIS7;2.25;1
1547;ART0000116;BUDGET;ODP17-05181;Controllo qualità;CQ;RIS16;0;3
1548;ART0000847;BUDGET;ODP17-08958;Controllo qualità;CQ;RIS16;0;2
1549;ART0000762;BUDGET;ODP17-08916;Montaggio;A40;RIS4;2.5;10
1550;ART0000762;BUDGET;ODP17-08916;Controllo qualità;CQ;RIS16;0;10
1551;ART0002123;BUDGET;ODP17-09247;Controllo qualità;CQ;RIS16;0;3
1552;ART0003269;BUDGET;ODP17-09266;Fresatura;A30;RIS9;2.25;0
1553;ART0001913;BUDGET;ODP17-09148;Controllo qualità;CQ;RIS16;0;2
1554;ART0001783;BUDGET;ODP17-08862;Controllo qualità;CQ;RIS16;0;9
1555;ART0004362;BUDGET;ODP17-08987;Tornitura;A20;RIS14;3;10
1556;ART0002123;BUDGET;ODP17-09247;Tornitura;A20;RIS13;0.5;3
1557;ART0002028;BUDGET;ODP17-09243;Fresatura;A30;RIS7;1.5;2
1558;ART0003269;BUDGET;ODP17-09266;Fresatura;A30;RIS9;5.25;18
1559;ART0002619;BUDGET;ODP17-09243;Controllo qualità;CQ;RIS16;0;1
1560;ART0003099;BUDGET;ODP17-09243;Controllo qualità;CQ;RIS16;0;20
1561;ART0001739;BUDGET;ODP17-09116;Controllo qualità;CQ;RIS16;0;3
1562;ART0001610;BUDGET;ODP17-09266;Controllo qualità;CQ;RIS16;0;4
1563;ART0001294;BUDGET;ODP17-09247;Controllo qualità;CQ;RIS16;0;3
1564;ART0002028;BUDGET;ODP17-09243;Controllo qualità;CQ;RIS16;0;2
1565;ART0003844;BUDGET;ODP17-09125;Tornitura;A20;RIS2;2.5;4
1566;ART0003269;BUDGET;ODP17-09266;Controllo qualità;CQ;RIS16;0;18
1567;ART0000119;BUDGET;ODP17-08969;Fresatura;A30;RIS9;1.75;0
1568;ART0003844;BUDGET;ODP17-09125;Fresatura;A30;RIS7;0.5;4
1569;ART0000786;BUDGET;ODP17-09148;Montaggio;A40;RIS4;0.75;2
1570;ART0001244;BUDGET;ODP17-08965;Controllo qualità;CQ;RIS16;0;1
1571;ART0000786;BUDGET;ODP17-09148;Controllo qualità;CQ;RIS16;0;2
1572;ART0000119;BUDGET;ODP17-08969;Fresatura;A30;RIS9;3;0
1573;ART0000119;BUDGET;ODP17-08969;Fresatura;A30;RIS9;0.25;5
1574;ART0001290;BUDGET;ODP17-08965;Controllo qualità;CQ;RIS16;0;1
1575;ART0002132;BUDGET;ODP17-09408;Tornitura;A20;RIS2;1;1
1576;ART0002144;BUDGET;ODP17-09408;Tornitura;A20;RIS2;1;1
1577;ART0002029;BUDGET;ODP17-09243;Controllo qualità;CQ;RIS16;0;2
1578;ART0002214;BUDGET;ODP17-08965;Controllo qualità;CQ;RIS16;0;1
1579;ART0001294;BUDGET;ODP17-09767;Controllo qualità;CQ;RIS16;0;1
1580;ART0002614;BUDGET;ODP17-08965;Controllo qualità;CQ;RIS16;0;1
1581;ART0001740;BUDGET;ODP17-08965;Controllo qualità;CQ;RIS16;0;1
1582;ART0002707;BUDGET;ODP17-08965;Controllo qualità;CQ;RIS16;0;1
1583;ART0002706;BUDGET;ODP17-08965;Controllo qualità;CQ;RIS16;0;1
1584;ART0003844;BUDGET;ODP17-09125;Controllo qualità;CQ;RIS16;0;4
1585;ART0004362;BUDGET;ODP17-08987;Controllo qualità;CQ;RIS16;0;10
1586;ART0002145;BUDGET;ODP17-09408;Tornitura;A20;RIS2;1.5;1
1587;ART0002144;BUDGET;ODP17-09408;Fresatura;A30;RIS7;0.5;1
1588;ART0002132;BUDGET;ODP17-09408;Fresatura;A30;RIS7;0.5;1
1589;ART0002238;BUDGET;ODP17-09408;Tornitura;A20;RIS2;0.75;1
1590;ART0002145;BUDGET;ODP17-09408;Fresatura;A30;RIS7;0.5;1
1591;ART0002238;BUDGET;ODP17-09408;Fresatura;A30;RIS7;0.25;1
1592;ART0004946;CONSUNTIVO;ODP17-09833;Fresatura;A30;RIS9;7.75;0
1593;ART0001759;BUDGET;ODP17-09336;Fresatura;A30;RIS7;1;0
1594;ART0001895;BUDGET;ODP17-08862;Controllo qualità;CQ;RIS16;0;8
1595;ART0004946;CONSUNTIVO;ODP17-09833;Fresatura;A30;RIS9;1;20
1596;ART0001759;BUDGET;ODP17-09336;Fresatura;A30;RIS7;3.5;0
1597;ART0001775;BUDGET;ODP17-09161;Tornitura;A20;RIS14;6.5;35
1598;ART0001775;BUDGET;ODP17-09161;Tornitura;A20;RIS14;8;0
1599;ART0001775;BUDGET;ODP17-09161;Tornitura;A20;RIS14;3;0
1600;ART0001759;BUDGET;ODP17-09336;Fresatura;A30;RIS7;0.25;20
1601;ART0000782;BUDGET;ODP17-09445;Montaggio;A40;RIS13;0.5;2
1602;ART0000782;BUDGET;ODP17-09445;Controllo qualità;CQ;RIS16;0;2
1603;ART0000782;BUDGET;ODP17-08862;Montaggio;A40;RIS13;0.5;2
1604;ART0000782;BUDGET;ODP17-08862;Controllo qualità;CQ;RIS16;0;2
1605;ART0000782;BUDGET;ODP17-09819;Montaggio;A40;RIS13;0.5;2
1606;ART0000782;BUDGET;ODP17-09819;Controllo qualità;CQ;RIS16;0;2
1607;ART0002586;BUDGET;ODP17-09520;Tornitura;A20;RIS2;0.25;1
1608;ART0001775;BUDGET;ODP17-09161;Fresatura;A30;RIS7;2.75;0
1609;ART0002586;BUDGET;ODP17-09520;Tornitura;A20;RIS2;1.25;0
1610;ART0001921;BUDGET;ODP17-09443;Tornitura;A20;RIS14;6.5;12
1611;ART0001775;BUDGET;ODP17-09161;Fresatura;A30;RIS7;7;30
1612;ART0001921;BUDGET;ODP17-09443;Fresatura;A30;RIS7;0.5;0
1613;ART0005136;BUDGET;ODP17-10340;Tornitura;A20;RIS2;0.5;2
1614;ART0002464;BUDGET;ODP17-09648;Tornitura;A20;RIS2;1.5;1
1615;ART0001759;BUDGET;ODP17-09336;Controllo qualità;CQ;RIS16;0;20
1616;ART0001898;BUDGET;ODP17-09806;Tornitura;A20;RIS14;5;8
1617;ART0001898;BUDGET;ODP17-09806;Tornitura;A20;RIS14;1;0
1618;ART0001882;BUDGET;ODP17-09766;Tornitura;A20;RIS14;1.5;2
1619;ART0001882;BUDGET;ODP17-09766;Tornitura;A20;RIS14;0.5;0
1620;ART0001872;BUDGET;ODP17-10288;Tornitura;A20;RIS14;2.5;12
1621;ART0002144;BUDGET;ODP17-09408;Controllo qualità;CQ;RIS16;0;1
1622;ART0002132;BUDGET;ODP17-09408;Controllo qualità;CQ;RIS16;0;1
1623;ART0002238;BUDGET;ODP17-09408;Controllo qualità;CQ;RIS16;0;1
1624;ART0002145;BUDGET;ODP17-09408;Controllo qualità;CQ;RIS16;0;1
1625;ART0001921;BUDGET;ODP17-09443;Fresatura;A30;RIS7;7.25;12
1626;ART0002978;BUDGET;ODP17-09442;Tornitura;A20;RIS2;0.75;0
1627;ART0002048;BUDGET;ODP17-09329;Tornitura;A20;RIS14;1;10
1628;ART0002148;BUDGET;ODP17-09161;Tornitura;A20;RIS14;2;6
1629;ART0002586;BUDGET;ODP17-09520;Fresatura;A30;RIS9;0.5;1
1630;ART0002978;BUDGET;ODP17-09442;Tornitura;A20;RIS2;2;2
1631;ART0001775;BUDGET;ODP17-09161;Controllo qualità;CQ;RIS16;0;35
1632;ART0001886;BUDGET;ODP17-09161;Controllo qualità;CQ;RIS16;0;16
1633;ART0000848;BUDGET;ODP17-09161;Controllo qualità;CQ;RIS16;0;15
1634;ART0001804;BUDGET;ODP17-09331;Fresatura;A30;RIS7;1.5;3
1635;ART0002909;BUDGET;ODP17-09329;Tornitura;A20;RIS14;1;10
1636;ART0002909;BUDGET;ODP17-09329;Tornitura;A20;RIS14;3;0
1637;ART0002867;BUDGET;ODP17-09329;Tornitura;A20;RIS14;3;10
1638;ART0002148;BUDGET;ODP17-09161;Fresatura;A30;RIS7;1.5;6
1639;ART0002909;BUDGET;ODP17-09329;Fresatura;A30;RIS7;1.5;10
1640;ART0002451;BUDGET;ODP17-09266;Tornitura;A20;RIS2;3;1
1641;ART0002978;BUDGET;ODP17-09442;Fresatura;A30;RIS7;1.5;2
1642;ART0002048;BUDGET;ODP17-09329;Fresatura;A30;RIS7;0.5;10
1643;ART0000119;BUDGET;ODP17-08969;Fresatura;A30;RIS9;2;5
1644;ART0002867;BUDGET;ODP17-09329;Fresatura;A30;RIS7;1;0
1645;ART0002551;BUDGET;ODP17-09266;Tornitura;A20;RIS2;2;1
1646;ART0004946;CONSUNTIVO;ODP17-09833;Controllo qualità;CQ;RIS16;0;20
1647;ART0002712;BUDGET;ODP17-09442;Tornitura;A20;RIS14;1;1
1648;ART0002370;BUDGET;ODP17-10285;Fresatura;A30;RIS9;0.5;1
1649;ART0002712;BUDGET;ODP17-09442;Fresatura;A30;RIS9;0.25;1
1650;ART0002867;BUDGET;ODP17-09329;Fresatura;A30;RIS7;3.75;10
1651;ART0001900;BUDGET;ODP17-09769;Tornitura;A20;RIS14;2.5;2
1652;ART0001441;BUDGET;ODP17-09442;Tornitura;A20;RIS2;1.25;2
1653;ART0001877;BUDGET;ODP17-09820;Tornitura;A20;RIS1;8;0
1654;ART0001804;BUDGET;ODP17-09331;Controllo qualità;CQ;RIS16;0;3
1655;ART0002451;BUDGET;ODP17-09266;Fresatura;A30;RIS7;0.5;1
1656;ART0001441;BUDGET;ODP17-09442;Controllo qualità;CQ;RIS16;0;2
1657;ART0005136;BUDGET;ODP17-10463;Tornitura;A20;RIS2;1.5;4
1658;ART0002464;BUDGET;ODP17-09648;Controllo qualità;CQ;RIS16;0;1
1659;ART0001898;BUDGET;ODP17-09806;Fresatura;A30;RIS7;1.75;8
1660;ART0005136;BUDGET;ODP17-10463;Controllo qualità;CQ;RIS16;0;2
1661;ART0001590;BUDGET;ODP17-09823;Tornitura;A20;RIS14;0.5;3
1662;ART0002444;BUDGET;ODP17-09329;Tornitura;A20;RIS13;3;11
1663;ART0002444;BUDGET;ODP17-09329;Fresatura;A30;RIS9;1;11
1664;ART0003610;BUDGET;ODP17-09928;Tornitura;A20;RIS14;2;28
1665;ART0003610;BUDGET;ODP17-09928;Tornitura;A20;RIS14;3.25;0
1666;ART0001877;BUDGET;ODP17-09820;Tornitura;A20;RIS1;4;0
1667;ART0001877;BUDGET;ODP17-09820;Tornitura;A20;RIS1;4;18
1668;ART0001877;BUDGET;ODP17-09820;Fresatura;A30;RIS1;0.0001;0
1669;ART0001898;BUDGET;ODP17-09806;Fresatura;A30;RIS7;5;0
1670;ART0002513;BUDGET;ODP17-09808;Tornitura;A20;RIS14;3;4
1671;ART0002148;BUDGET;ODP17-09161;Controllo qualità;CQ;RIS16;0;6
1672;ART0002712;BUDGET;ODP17-09442;Controllo qualità;CQ;RIS16;0;1
1673;ART0002978;BUDGET;ODP17-09442;Controllo qualità;CQ;RIS16;0;1
1674;ART0001900;BUDGET;ODP17-09769;Fresatura;A30;RIS7;1.75;2
1675;ART0002586;BUDGET;ODP17-09520;Controllo qualità;CQ;RIS16;0;1
1676;ART0002488;BUDGET;ODP17-09767;Tornitura;A20;RIS2;4.25;1
1677;ART0002513;BUDGET;ODP17-09808;Fresatura;A30;RIS7;1;4
1678;ART0000762;BUDGET;ODP17-10127;Controllo qualità;CQ;RIS16;0;10
1679;ART0002488;BUDGET;ODP17-09767;Fresatura;A30;RIS9;1;1
1680;ART0001950;BUDGET;ODP17-09770;Tornitura;A20;RIS2;2.75;1
1681;ART0002552;BUDGET;ODP17-09266;Tornitura;A20;RIS2;1.5;1
1682;ART0000630;BUDGET;ODP17-09327;Fresatura;A30;RIS9;2.25;0
1683;ART0001872;BUDGET;ODP17-10288;Fresatura;A30;RIS7;7.25;12
1684;ART0002552;BUDGET;ODP17-09266;Fresatura;A30;RIS7;0.25;0
1685;ART0002552;BUDGET;ODP17-09266;Fresatura;A30;RIS7;0;1
1686;ART0002552;BUDGET;ODP17-09266;Controllo qualità;CQ;RIS16;0;1
1687;ART0001994;BUDGET;ODP17-09767;Fresatura;A30;RIS7;1.5;11
1688;ART0000630;BUDGET;ODP17-09327;Fresatura;A30;RIS9;4;0
1689;ART0002551;BUDGET;ODP17-09266;Fresatura;A30;RIS7;1.5;0
1690;ART0004357;BUDGET;ODP17-09675;Tornitura;A20;RIS12;2;25
1691;ART0001866;BUDGET;ODP17-10489;Tornitura;A20;RIS1;4;0
1692;ART0004357;BUDGET;ODP17-09675;Tornitura;A20;RIS1;2;50
1693;ART0004942;CONSUNTIVO;ODP17-09833;Tornitura;A20;RIS14;8.5;32
1694;ART0002551;BUDGET;ODP17-09266;Fresatura;A30;RIS7;2.5;1
1695;ART0000630;BUDGET;ODP17-09327;Fresatura;A30;RIS9;4;42
1696;ART0003609;BUDGET;ODP17-09928;Tornitura;A20;RIS2;1.75;2
1697;ART0004357;BUDGET;ODP17-09675;Fresatura;A30;RIS7;2.75;50
1698;ART0000769;BUDGET;ODP17-09331;Montaggio;A40;RIS13;0.5;3
1699;ART0003609;BUDGET;ODP17-09928;Fresatura;A30;RIS7;0.5;2
1700;ART0001882;BUDGET;ODP17-09766;Fresatura;A30;RIS7;1.25;0
1701;ART0001950;BUDGET;ODP17-09770;Tornitura;A20;RIS2;1;0
1702;ART0001866;BUDGET;ODP17-10489;Tornitura;A20;RIS1;6;0
1703;ART0000769;BUDGET;ODP17-09331;Controllo qualità;CQ;RIS16;0;3
1704;ART0000853;BUDGET;ODP17-03175;Controllo qualità;CQ;RIS16;0;15
1705;ART0003610;BUDGET;ODP17-09928;Controllo qualità;CQ;RIS16;0;28
1706;ART0003609;BUDGET;ODP17-09928;Controllo qualità;CQ;RIS16;0;2
1707;ART0002048;BUDGET;ODP17-09329;Controllo qualità;CQ;RIS16;0;10
1708;ART0001950;BUDGET;ODP17-09770;Tornitura;A20;RIS2;1.5;0
1709;ART0001882;BUDGET;ODP17-09766;Fresatura;A30;RIS7;1.5;2
1710;ART0001882;BUDGET;ODP17-09766;Fresatura;A30;RIS1;0.5;0
1711;ART0002513;BUDGET;ODP17-09808;Controllo qualità;CQ;RIS16;0;4
1712;ART0001950;BUDGET;ODP17-09770;Fresatura;A30;RIS7;2.75;0
1713;ART0001590;BUDGET;ODP17-09823;Controllo qualità;CQ;RIS16;0;3
1714;ART0001149;BUDGET;ODP17-09784;Tornitura;A20;RIS14;3.5;12
1715;ART0002370;BUDGET;ODP17-10285;Controllo qualità;CQ;RIS16;0;1
1716;ART0001162;BUDGET;ODP17-09767;Tornitura;A20;RIS2;3.25;1
1717;ART0004941;CONSUNTIVO;ODP17-09833;Fresatura;A30;RIS9;9;0
1718;ART0001866;BUDGET;ODP17-10489;Tornitura;A20;RIS1;4;0
1719;ART0004941;CONSUNTIVO;ODP17-09833;Fresatura;A30;RIS9;0.5;16
1720;ART0002444;BUDGET;ODP17-09329;Controllo qualità;CQ;RIS16;0;11
1721;ART0001789;BUDGET;ODP17-09769;Tornitura;A20;RIS14;3;2
1722;ART0001789;BUDGET;ODP17-09769;Tornitura;A20;RIS14;1;0
1723;ART0005112;BUDGET;ODP17-09406;Controllo qualità;CQ;RIS16;0;2
1724;ART0005110;BUDGET;ODP17-09406;Controllo qualità;CQ;RIS16;0;2
1725;ART0005111;BUDGET;ODP17-09406;Controllo qualità;CQ;RIS16;0;2
1726;ART0001950;BUDGET;ODP17-09770;Fresatura;A30;RIS7;1.5;1
1727;ART0002867;BUDGET;ODP17-09329;Controllo qualità;CQ;RIS16;0;10
1728;ART0002909;BUDGET;ODP17-09329;Controllo qualità;CQ;RIS16;0;10
1729;ART0001162;BUDGET;ODP17-09767;Fresatura;A30;RIS7;0.75;1
1730;ART0001789;BUDGET;ODP17-09769;Fresatura;A30;RIS9;4;2
1731;ART0001866;BUDGET;ODP17-10489;Tornitura;A20;RIS1;6;20
1732;ART0001866;BUDGET;ODP17-10489;Fresatura;A30;RIS1;0.0001;0
1733;ART0004671;BUDGET;ODP17-10416;Fresatura;A30;RIS9;2.25;5
1734;ART0001993;BUDGET;ODP17-09767;Tornitura;A20;RIS2;1.5;1
1735;ART0004357;BUDGET;ODP17-09675;Controllo qualità;CQ;RIS16;0;50
1736;ART0001993;BUDGET;ODP17-09767;Fresatura;A30;RIS7;0.25;1
1737;ART0004947;CONSUNTIVO;ODP17-09833;Fresatura;A30;RIS9;1.5;0
1738;ART0000795;BUDGET;ODP17-09336;Controllo qualità;CQ;RIS16;0;8
1739;ART0000795;BUDGET;ODP17-10127;Controllo qualità;CQ;RIS16;0;8
1740;ART0002451;BUDGET;ODP17-09266;Controllo qualità;CQ;RIS16;0;1
1741;ART0004947;CONSUNTIVO;ODP17-09833;Fresatura;A30;RIS9;4.75;20
1742;ART0001913;BUDGET;ODP17-10757;Fresatura;A30;RIS9;1.25;3
1743;ART0001811;BUDGET;ODP17-09443;Fresatura;A30;RIS7;0.25;0
1744;ART0001811;BUDGET;ODP17-09443;Tornitura;A20;RIS14;5;7
1745;ART0002306;BUDGET;ODP17-10285;Tornitura;A20;RIS2;1;1
1746;ART0004386;BUDGET;ODP17-09675;Tornitura;A20;RIS14;2.5;28
1747;ART0001811;BUDGET;ODP17-09443;Fresatura;A30;RIS7;5.25;7
1748;ART0004880;BUDGET;ODP17-10281;Tornitura;A20;RIS14;2.5;10
1749;ART0002360;BUDGET;ODP17-10280;Tornitura;A20;RIS2;2.5;2
1750;ART0000121;BUDGET;ODP17-09469;Controllo qualità;CQ;RIS16;0;16
1751;ART0002306;BUDGET;ODP17-10285;Fresatura;A30;RIS7;0.25;1
1752;ART0002517;BUDGET;ODP17-10287;Tornitura;A20;RIS2;0.75;1
1753;ART0005136;BUDGET;ODP17-10736;Fresatura;A30;RIS1;0.33;2
1754;ART0000752;BUDGET;ODP17-09443;Controllo qualità;CQ;RIS16;0;6
1755;ART0001149;BUDGET;ODP17-09784;Controllo qualità;CQ;RIS16;0;12
1756;ART0000804;BUDGET;ODP17-10689;Controllo qualità;CQ;RIS16;0;1
1757;ART0002517;BUDGET;ODP17-10287;Fresatura;A30;RIS7;0.5;1
1758;ART0001923;BUDGET;ODP17-10505;Tornitura;A20;RIS2;1.25;5
1759;ART0001940;BUDGET;ODP17-10690;Tornitura;A20;RIS2;1.25;4
1760;ART0004880;BUDGET;ODP17-10281;Controllo qualità;CQ;RIS16;0;10
1761;ART0005136;BUDGET;ODP17-10736;Controllo qualità;CQ;RIS16;0;2
1762;ART0004386;BUDGET;ODP17-09675;Controllo qualità;CQ;RIS16;0;28
1763;ART0001877;BUDGET;ODP17-09820;Controllo qualità;CQ;RIS16;0;18
1764;ART0001923;BUDGET;ODP17-10505;Tornitura;A20;RIS2;2;0
1765;ART0005136;BUDGET;ODP17-10463;Tornitura;A20;RIS2;0.75;1
1766;ART0002423;BUDGET;ODP17-10424;Fresatura;A30;RIS7;1;5
1767;ART0005136;BUDGET;ODP17-10463;Controllo qualità;CQ;RIS16;0;1
1768;ART0002829;BUDGET;ODP17-10449;Tornitura;A20;RIS14;1;4
1769;ART0002195;BUDGET;ODP17-10287;Tornitura;A20;RIS2;2;1
1770;ART0004942;CONSUNTIVO;ODP17-09833;Fresatura;A30;RIS9;6.75;32
1771;ART0002424;BUDGET;ODP17-09902;Fresatura;A30;RIS7;2;0
1772;ART0000843;BUDGET;ODP17-10447;Controllo qualità;CQ;RIS16;0;2
1773;ART0002829;BUDGET;ODP17-10449;Controllo qualità;CQ;RIS16;0;6
1774;ART0001162;BUDGET;ODP17-09767;Controllo qualità;CQ;RIS16;0;1
1775;ART0002488;BUDGET;ODP17-09767;Controllo qualità;CQ;RIS16;0;1
1776;ART0001994;BUDGET;ODP17-09767;Controllo qualità;CQ;RIS16;0;11
1777;ART0001993;BUDGET;ODP17-09767;Controllo qualità;CQ;RIS16;0;1
1778;ART0002551;BUDGET;ODP17-09266;Controllo qualità;CQ;RIS16;0;1
1779;ART0002306;BUDGET;ODP17-10285;Controllo qualità;CQ;RIS16;0;1
1780;ART0002517;BUDGET;ODP17-10287;Controllo qualità;CQ;RIS16;0;1
1781;ART0004947;CONSUNTIVO;ODP17-09833;Controllo qualità;CQ;RIS16;0;20
1782;ART0001789;BUDGET;ODP17-09769;Controllo qualità;CQ;RIS16;0;2
1783;ART0002424;BUDGET;ODP17-09902;Fresatura;A30;RIS7;1;16
1784;ART0001765;BUDGET;ODP17-09820;Tornitura;A20;RIS14;2;15
1785;ART0001765;BUDGET;ODP17-09820;Tornitura;A20;RIS14;4;0
1786;ART0002360;BUDGET;ODP17-10280;Tornitura;A20;RIS2;3;0
1787;ART0002370;BUDGET;ODP17-10634;Fresatura;A30;RIS7;1;1
1788;ART0005091;CONSUNTIVO;ODP17-09833;Tornitura;A20;RIS14;2.5;4
1789;ART0002360;BUDGET;ODP17-10280;Fresatura;A30;RIS7;1.5;0
1790;ART0001872;BUDGET;ODP17-10508;Tornitura;A20;RIS1;8;0
1791;ART0002360;BUDGET;ODP17-10280;Fresatura;A30;RIS7;1;2
1792;ART0002195;BUDGET;ODP17-10287;Fresatura;A30;RIS7;1.25;1
1793;ART0004671;BUDGET;ODP17-10416;Controllo qualità;CQ;RIS16;0;5
1794;ART0002360;BUDGET;ODP17-10280;Brocciatura / stozzatrice;A33;RIS13;0.67;2
1795;ART0001923;BUDGET;ODP17-10505;Tornitura;A20;RIS14;3;0
1796;ART0001923;BUDGET;ODP17-10505;Tornitura;A20;RIS14;2.5;0
1797;ART0001872;BUDGET;ODP17-10508;Tornitura;A20;RIS1;2;10
1798;ART0001872;BUDGET;ODP17-10508;Fresatura;A30;RIS1;0.001;0
1799;ART0000843;BUDGET;ODP17-10447;Montaggio;A40;RIS13;0.75;2
1800;ART0000752;BUDGET;ODP17-09443;Montaggio;A40;RIS13;1;6
1801;ART0000795;BUDGET;ODP17-09336;Montaggio;A40;RIS13;1.5;8
1802;ART0000795;BUDGET;ODP17-10127;Montaggio;A40;RIS13;1.5;8
1803;ART0000762;BUDGET;ODP17-10127;Montaggio;A40;RIS13;2;10
1804;ART0000851;BUDGET;ODP17-10421;Controllo qualità;CQ;RIS16;0;15
1805;ART0004152;CONSUNTIVO;ODP17-09586;Tornitura;A20;RIS4;2;35
1806;ART0001923;BUDGET;ODP17-10505;Fresatura;A30;RIS7;5;5
1807;ART0001765;BUDGET;ODP17-09820;Fresatura;A30;RIS7;0.75;15
1808;ART0001931;BUDGET;ODP17-10501;Tornitura;A20;RIS1;6;0
